Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Computer Engineering,Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENH,81083
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,55061
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,102948
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,68467
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,59074
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,66465
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,126725
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,56519
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Electrical Engineering,NT,Female-Only,No,No,Maharashtra,LNT1H,124410
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,18650
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,46318
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,30084
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,21904
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,19877
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,20815
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,39605
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT3H,28461
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJH,55824
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,39029
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",SC,Gender-Neutral,No,No,Maharashtra,GSCH,128592
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,50176
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",Open,Female-Only,No,No,Maharashtra,LOPENH,37044
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",OBC,Female-Only,No,No,Maharashtra,LOBCH,44614
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",SC,Female-Only,No,No,Maharashtra,LSCH,112661
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Electronics Engineering (
VLSI Design and",NT,Gender-Neutral,No,No,Maharashtra,GNT2H,67425
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,76444
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,76677
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,121241
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,116346
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,120528
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,72108
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,81631
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,77124
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Chemical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,112326
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,43402
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,127837
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,99971
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,66040
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,57405
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,94804
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,130629
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,77875
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,77273
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Mechanical
Engineering[Sandwich]",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,97763
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Mechanical
Engineering[Sandwich]",SC,Gender-Neutral,No,No,Maharashtra,GSCH,135722
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Mechanical
Engineering[Sandwich]",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,136334
"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Mechanical
Engineering[Sandwich]",Open,Female-Only,No,No,Maharashtra,LOPENH,130138
"Modern Education Society's College of Engineering, Pune",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,16845
"Modern Education Society's College of Engineering, Pune",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,41048
"Modern Education Society's College of Engineering, Pune",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,42787
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,23878
"Modern Education Society's College of Engineering, Pune",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,18656
"Modern Education Society's College of Engineering, Pune",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,16344
"Modern Education Society's College of Engineering, Pune",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,17850
"Modern Education Society's College of Engineering, Pune",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,41926
"Modern Education Society's College of Engineering, Pune",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTH,136763
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT2H,28635
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,17825
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,17515
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT1H,28540
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LSTH,139507
"Modern Education Society's College of Engineering, Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT3H,26847
"Modern Education Society's College of Engineering, Pune",Computer Engineering,VJ,Female-Only,No,No,Maharashtra,LVJH,36241
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENH,33374
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCH,72708
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,No,No,Maharashtra,GVJH,100599
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT1H,57472
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,38462
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENH,32850
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,34807
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,82027
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT2H,41737
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT2H,36607
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT3H,40521
"Modern Education Society's College of Engineering, Pune","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJH,110193
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,88061
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,139482
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,109757
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,108567
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,107031
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,133802
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,130444
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,118958
"Modern Education Society's College of Engineering, Pune",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3H,94302
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,47091
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,SC,Gender-Neutral,No,No,Maharashtra,GSCH,84595
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,56216
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,55642
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,Open,Female-Only,No,No,Maharashtra,LOPENH,44079
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,OBC,Female-Only,No,No,Maharashtra,LOBCH,69543
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,SC,Female-Only,No,No,Maharashtra,LSCH,76706
"Modern Education Society's College of Engineering, Pune",Automation and Robotics,NT,Female-Only,No,No,Maharashtra,LNT2H,60835
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,9605
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,22275
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTS,44004
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,17779
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,14550
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,11016
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,10445
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,10098
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,26410
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,ST,Female-Only,No,No,Maharashtra,LSTS,91485
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT1S,18110
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,17054
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,NT,Female-Only,No,No,Maharashtra,LNT3S,17280
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,11406
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,106558
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,17786
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,6726
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,9616
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,26919
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Computer Engineering,SC,Gender-Neutral,Yes,No,Maharashtra,DEFRSCS,55342
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,10825
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,SC,Gender-Neutral,No,No,Maharashtra,GSCS,23611
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,ST,Gender-Neutral,No,No,Maharashtra,GSTS,65060
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,15821
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,13660
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,12170
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,11233
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,Open,Female-Only,No,No,Maharashtra,LOPENS,11593
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,SC,Female-Only,No,No,Maharashtra,LSCS,26803
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,ST,Female-Only,No,No,Maharashtra,LSTS,39209
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,VJ,Female-Only,No,No,Maharashtra,LVJS,25494
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,OBC,Female-Only,No,No,Maharashtra,LOBCS,12204
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,18296
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,,Gender-Neutral,No,No,Maharashtra,TFWS,7632
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,EWS,Gender-Neutral,No,No,Maharashtra,EWS,10220
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Information Technology,OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,30127
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,46469
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,72401
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,96545
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,59952
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,53416
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,72597
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,60486
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,61770
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,85066
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,65541
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,71816
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,68006
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,31274
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune",Electrical Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,58128
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,21068
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCS,36379
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,40596
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,26572
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,22240
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,23319
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENS,20556
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCS,51840
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJS,38583
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT1S,37033
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT3S,25763
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCS,23912
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,31462
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",,Gender-Neutral,No,No,Maharashtra,TFWS,15679
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",EWS,Gender-Neutral,No,No,Maharashtra,EWS,21297
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,60393
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,Yes,No,Maharashtra,DEFRNT2S,74205
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,80127
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCS,109987
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,118057
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,81970
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,86243
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENS,62404
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",NT,Female-Only,No,No,Maharashtra,LNT2S,103890
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCS,76454
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,128050
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",,Gender-Neutral,No,No,Maharashtra,TFWS,53495
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Instrumentation
Engineering",EWS,Gender-Neutral,No,No,Maharashtra,EWS,78416
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,13010
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",SC,Gender-Neutral,No,No,Maharashtra,GSCS,25246
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",ST,Gender-Neutral,No,No,Maharashtra,GSTS,102934
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,20569
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,16387
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,15154
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,15724
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,13815
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",Open,Female-Only,No,No,Maharashtra,LOPENS,13972
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",SC,Female-Only,No,No,Maharashtra,LSCS,32814
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",VJ,Female-Only,No,No,Maharashtra,LVJS,30385
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Female-Only,No,No,Maharashtra,LNT1S,37241
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Female-Only,No,No,Maharashtra,LNT2S,23925
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",OBC,Female-Only,No,No,Maharashtra,LOBCS,15333
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,21235
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",,Gender-Neutral,No,No,Maharashtra,TFWS,11601
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",EWS,Gender-Neutral,No,No,Maharashtra,EWS,13612
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFROBCS,33981
"All India Shri Shivaji Memorial Society's Institute of Information
Technology,Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,Yes,No,Maharashtra,DEFRNT3S,36993
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,69691
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,99692
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTS,142575
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,103528
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,129685
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Aeronautical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,76443
